Heart_Rate,Sound,Light,User_Attention,HR_std
90,2,1,3,-0.703075886
90,2,1,3,-0.703075886
89,1,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,1,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,4,3,-1.255692415
88,1,4,3,-1.255692415
88,1,4,3,-1.255692415
88,2,4,3,-1.255692415
88,2,4,3,-1.255692415
90,2,4,3,-0.703075886
90,2,4,3,-0.703075886
90,2,4,3,-0.703075886
90,1,3,3,-0.703075886
90,1,4,3,-0.703075886
90,2,1,3,-0.703075886
90,2,1,3,-0.703075886
90,2,1,3,-0.703075886
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,1,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,3,1,1,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
94,2,1,3,0.40215717
94,2,2,3,0.40215717
95,3,1,3,0.678465434
95,2,1,3,0.678465434
96,3,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,3,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,3,1,3,0.954773698
96,2,1,3,0.954773698
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,3,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,3,1,3,0.678465434
95,2,1,3,0.678465434
95,3,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,3,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,3,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,3,1,3,0.678465434
93,3,1,3,0.125848906
93,3,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,3,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,3,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,3,1,3,0.40215717
94,3,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,3,1,3,1.507390226
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,3,1,3,1.231081962
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,3,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
100,2,1,3,2.060006754
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,3,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,3,1,3,1.507390226
98,2,1,3,1.507390226
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,3,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
93,2,1,3,0.125848906
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
96,2,1,3,0.954773698
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
97,2,1,3,1.231081962
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,1,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
98,2,1,3,1.507390226
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
99,2,1,3,1.78369849
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
94,2,1,3,0.40215717
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,1,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,1,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
89,2,1,3,-0.979384151
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,1,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
87,2,1,3,-1.532000679
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
86,2,1,3,-1.808308943
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
83,2,1,3,-2.637233735
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
84,2,1,3,-2.360925471
88,1,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
88,2,1,3,-1.255692415
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
91,2,1,3,-0.426767622
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
92,2,1,3,-0.150459358
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
95,2,1,3,0.678465434
93,2,1,3,0.125848906
94,2,1,3,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
95,2,1,1,0.678465434
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,1,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
94,2,1,1,0.40215717
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,1,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
93,2,1,1,0.125848906
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
90,1,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,1,1,1,-0.426767622
91,2,1,1,-0.426767622
91,1,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
91,2,1,1,-0.426767622
90,2,1,1,-0.703075886
90,2,1,1,-0.703075886
90,1,1,1,-0.703075886
90,2,1,1,-0.703075886
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,1,1,-0.979384151
89,2,4,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
92,1,1,1,-0.150459358
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,1,1,1,-0.979384151
89,2,1,1,-0.979384151
89,1,1,1,-0.979384151
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
88,1,1,1,-1.255692415
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
93,1,1,1,0.125848906
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
94,1,1,1,0.40215717
91,1,1,1,-0.426767622
91,1,1,1,-0.426767622
91,1,1,1,-0.426767622
